GEO_ID,phisp
6.083E+13,#DIV/0!
6.083E+13,0.674267101
6.083E+13,0.382550336
6.083E+13,0.245614035
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.461538462
6.083E+13,0.275862069
6.083E+13,0.215909091
6.083E+13,0.198062433
6.083E+13,0.090909091
6.083E+13,0.4
6.083E+13,0.4
6.083E+13,0.111111111
6.083E+13,0.596491228
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.206521739
6.083E+13,0.181818182
6.083E+13,0.128205128
6.083E+13,0.175438596
6.083E+13,0.214285714
6.083E+13,0.057142857
6.083E+13,#DIV/0!
6.083E+13,0.105263158
6.083E+13,0.222222222
6.083E+13,0.093632959
6.083E+13,0.153846154
6.083E+13,0.444444444
6.083E+13,0.166666667
6.083E+13,0.104956268
6.083E+13,0.081632653
6.083E+13,0.085714286
6.083E+13,0.137931034
6.083E+13,#DIV/0!
6.083E+13,0.089285714
6.083E+13,0.011695906
6.083E+13,0.125
6.083E+13,0.259259259
6.083E+13,0.129213483
6.083E+13,0.15625
6.083E+13,0.571428571
6.083E+13,0.470588235
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0
6.083E+13,0.785714286
6.083E+13,0.019230769
6.083E+13,0.068421053
6.083E+13,0.0625
6.083E+13,0.091954023
6.083E+13,0.210526316
6.083E+13,0.1
6.083E+13,0.139211137
6.083E+13,0.05952381
6.083E+13,0.192307692
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.390243902
6.083E+13,0.175675676
6.083E+13,0.25
6.083E+13,0.212765957
6.083E+13,0.039215686
6.083E+13,0.372727273
6.083E+13,0.136792453
6.083E+13,0.155172414
6.083E+13,0.264705882
6.083E+13,0.133333333
6.083E+13,0.152777778
6.083E+13,0.137254902
6.083E+13,0.205479452
6.083E+13,0.211538462
6.083E+13,0.115384615
6.083E+13,0.146838156
6.083E+13,0.252631579
6.083E+13,0.217391304
6.083E+13,0.37254902
6.083E+13,0.316666667
6.083E+13,0.243243243
6.083E+13,0.272222222
6.083E+13,0.255319149
6.083E+13,0.571428571
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.506437768
6.083E+13,0.222222222
6.083E+13,0.173076923
6.083E+13,0.1875
6.083E+13,0.191780822
6.083E+13,0.285714286
6.083E+13,0.243975904
6.083E+13,0.370967742
6.083E+13,0.133333333
6.083E+13,0.472222222
6.083E+13,0.230769231
6.083E+13,0.403225806
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.097938144
6.083E+13,0.243243243
6.083E+13,0.287179487
6.083E+13,0.42
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.25
6.083E+13,0.076923077
6.083E+13,0.192307692
6.083E+13,0.313253012
6.083E+13,0.333333333
6.083E+13,0.220994475
6.083E+13,0.348837209
6.083E+13,0.416216216
6.083E+13,0.494117647
6.083E+13,0.203389831
6.083E+13,0.328767123
6.083E+13,0.463302752
6.083E+13,0.149253731
6.083E+13,0.531531532
6.083E+13,0.475675676
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.363128492
6.083E+13,0.462365591
6.083E+13,0.46039604
6.083E+13,0.385416667
6.083E+13,0.306122449
6.083E+13,0.319672131
6.083E+13,0.273809524
6.083E+13,0.212121212
6.083E+13,0.210526316
6.083E+13,0.614906832
6.083E+13,0.162162162
6.083E+13,0.096774194
6.083E+13,0.733333333
6.083E+13,0.295454545
6.083E+13,0.35
6.083E+13,0.205882353
6.083E+13,0.075471698
6.083E+13,0.135135135
6.083E+13,0.357142857
6.083E+13,#DIV/0!
6.083E+13,0.264705882
6.083E+13,0.211538462
6.083E+13,0.206896552
6.083E+13,0.244274809
6.083E+13,0.40776699
6.083E+13,0.292682927
6.083E+13,0.440677966
6.083E+13,0.772727273
6.083E+13,0.115646259
6.083E+13,0.475
6.083E+13,0.177083333
6.083E+13,0.333333333
6.083E+13,0.317073171
6.083E+13,#DIV/0!
6.083E+13,0.517647059
6.083E+13,0.216216216
6.083E+13,0.649350649
6.083E+13,0.653846154
6.083E+13,0.367346939
6.083E+13,0.5
6.083E+13,0.46969697
6.083E+13,0
6.083E+13,0.4
6.083E+13,0.146341463
6.083E+13,0.2
6.083E+13,0.210526316
6.083E+13,0.5
6.083E+13,0.6
6.083E+13,0.285714286
6.083E+13,0.7
6.083E+13,0.142857143
6.083E+13,0.622406639
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.25
6.083E+13,0.428571429
6.083E+13,0.587378641
6.083E+13,0.28
6.083E+13,0.357142857
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.551020408
6.083E+13,0.537777778
6.083E+13,0.642857143
6.083E+13,0.46969697
6.083E+13,0.413333333
6.083E+13,0.462686567
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.208
6.083E+13,0.1875
6.083E+13,0
6.083E+13,0.021276596
6.083E+13,0.014285714
6.083E+13,0.314285714
6.083E+13,0.384615385
6.083E+13,0.315789474
6.083E+13,0.181818182
6.083E+13,0.1875
6.083E+13,0.125
6.083E+13,0.085106383
6.083E+13,0
6.083E+13,0.28125
6.083E+13,0
6.083E+13,0
6.083E+13,0.04
6.083E+13,0.12
6.083E+13,0.113636364
6.083E+13,0.076923077
6.083E+13,0
6.083E+13,0.066666667
6.083E+13,0.111111111
6.083E+13,0.105263158
6.083E+13,0.132075472
6.083E+13,0.217391304
6.083E+13,0.06
6.083E+13,0.185185185
6.083E+13,0.095238095
6.083E+13,0.074074074
6.083E+13,0.076190476
6.083E+13,0.069767442
6.083E+13,0.089285714
6.083E+13,0
6.083E+13,0.057142857
6.083E+13,0.368421053
6.083E+13,0.028571429
6.083E+13,0.038461538
6.083E+13,0.068181818
6.083E+13,0.159090909
6.083E+13,0.158898305
6.083E+13,0.101265823
6.083E+13,0.318181818
6.083E+13,0.230769231
6.083E+13,0.078431373
6.083E+13,0.022222222
6.083E+13,0.130434783
6.083E+13,0
6.083E+13,0.340909091
6.083E+13,0.073170732
6.083E+13,0.228571429
6.083E+13,0.191489362
6.083E+13,0.192307692
6.083E+13,0.106382979
6.083E+13,0.176470588
6.083E+13,0.115384615
6.083E+13,0.208333333
6.083E+13,0.232142857
6.083E+13,0.058823529
6.083E+13,0.118811881
6.083E+13,0.284883721
6.083E+13,0.084745763
6.083E+13,0.208333333
6.083E+13,0.117647059
6.083E+13,0.258064516
6.083E+13,0.420792079
6.083E+13,#DIV/0!
6.083E+13,0.396226415
6.083E+13,0.282828283
6.083E+13,0.333333333
6.083E+13,#DIV/0!
6.083E+13,0.169565217
6.083E+13,0.161290323
6.083E+13,0.37254902
6.083E+13,0.135135135
6.083E+13,0.398058252
6.083E+13,0.43902439
6.083E+13,0.342857143
6.083E+13,0.471264368
6.083E+13,0.235294118
6.083E+13,#DIV/0!
6.083E+13,1
6.083E+13,0.5
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.75
6.083E+13,0.06875
6.083E+13,0.137931034
6.083E+13,#DIV/0!
6.083E+13,0.117647059
6.083E+13,0.3
6.083E+13,0.428571429
6.083E+13,#DIV/0!
6.083E+13,0.189873418
6.083E+13,0.142857143
6.083E+13,0.03875969
6.083E+13,0.085714286
6.083E+13,0.017857143
6.083E+13,0.1
6.083E+13,0.185185185
6.083E+13,0.076923077
6.083E+13,0.321428571
6.083E+13,0.08
6.083E+13,0
6.083E+13,#DIV/0!
6.083E+13,0.176470588
6.083E+13,0.111111111
6.083E+13,0.096618357
6.083E+13,0.163265306
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0
6.083E+13,0.555555556
6.083E+13,0.346153846
6.083E+13,0.122905028
6.083E+13,0.5
6.083E+13,0.047619048
6.083E+13,0.089285714
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.090909091
6.083E+13,0.057971014
6.083E+13,0.073260073
6.083E+13,0.098360656
6.083E+13,#DIV/0!
6.083E+13,0.182926829
6.083E+13,0.142857143
6.083E+13,#DIV/0!
6.083E+13,0.071428571
6.083E+13,0.25
6.083E+13,#DIV/0!
6.083E+13,0.113821138
6.083E+13,0.052873563
6.083E+13,0.111111111
6.083E+13,0.113636364
6.083E+13,0.192307692
6.083E+13,0.090909091
6.083E+13,0.125
6.083E+13,0.142857143
6.083E+13,0.134751773
6.083E+13,0.197916667
6.083E+13,0.24137931
6.083E+13,0.102941176
6.083E+13,0.222222222
6.083E+13,0
6.083E+13,0.032258065
6.083E+13,0.234042553
6.083E+13,0.183673469
6.083E+13,0.066225166
6.083E+13,0.470588235
6.083E+13,0.272727273
6.083E+13,0.121212121
6.083E+13,0.083333333
6.083E+13,0.125
6.083E+13,0.18
6.083E+13,0.3
6.083E+13,0.285714286
6.083E+13,0.206896552
6.083E+13,0.212121212
6.083E+13,0.363636364
6.083E+13,0.226993865
6.083E+13,#DIV/0!
6.083E+13,0.285714286
6.083E+13,0.235294118
6.083E+13,0.538461538
6.083E+13,0.185483871
6.083E+13,0.157894737
6.083E+13,0.25
6.083E+13,0.392857143
6.083E+13,0.275862069
6.083E+13,0.230769231
6.083E+13,0.238095238
6.083E+13,0.108695652
6.083E+13,0.169491525
6.083E+13,0.301886792
6.083E+13,0.552631579
6.083E+13,#DIV/0!
6.083E+13,0.151898734
6.083E+13,0.075342466
6.083E+13,0.05
6.083E+13,0.125
6.083E+13,0.055555556
6.083E+13,0.117647059
6.083E+13,0.166666667
6.083E+13,0.148148148
6.083E+13,0.06122449
6.083E+13,#DIV/0!
6.083E+13,0.145454545
6.083E+13,0.119402985
6.083E+13,0.146341463
6.083E+13,0.102564103
6.083E+13,0.0625
6.083E+13,0.3
6.083E+13,0
6.083E+13,0.176470588
6.083E+13,0.087719298
6.083E+13,#DIV/0!
6.083E+13,0.225806452
6.083E+13,0.114285714
6.083E+13,0.225
6.083E+13,0.133333333
6.083E+13,0.75
6.083E+13,0
6.083E+13,0.311111111
6.083E+13,0.115537849
6.083E+13,0.268292683
6.083E+13,0.076923077
6.083E+13,0.151515152
6.083E+13,0.240740741
6.083E+13,0
6.083E+13,0.295454545
6.083E+13,0.083333333
6.083E+13,0.0625
6.083E+13,0
6.083E+13,0.171428571
6.083E+13,0.235294118
6.083E+13,0.176470588
6.083E+13,0.129032258
6.083E+13,0.137931034
6.083E+13,0.291666667
6.083E+13,0.324324324
6.083E+13,0.225806452
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.166666667
6.083E+13,0.122580645
6.083E+13,0.061281337
6.083E+13,0.19047619
6.083E+13,0.214814815
6.083E+13,0.112211221
6.083E+13,0
6.083E+13,0.393939394
6.083E+13,0.268292683
6.083E+13,0.288265306
6.083E+13,0.078947368
6.083E+13,0.016666667
6.083E+13,0.06043956
6.083E+13,0.044117647
6.083E+13,0.2
6.083E+13,0.181818182
6.083E+13,0.194444444
6.083E+13,#DIV/0!
6.083E+13,0.132231405
6.083E+13,#DIV/0!
6.083E+13,0.172413793
6.083E+13,0.294117647
6.083E+13,0.069565217
6.083E+13,0.162162162
6.083E+13,0.026548673
6.083E+13,0.1
6.083E+13,0.07
6.083E+13,0.123287671
6.083E+13,0.035714286
6.083E+13,0.205128205
6.083E+13,0.058064516
6.083E+13,0.162393162
6.083E+13,0.230769231
6.083E+13,0.380952381
6.083E+13,0.123287671
6.083E+13,0.2
6.083E+13,0.189189189
6.083E+13,0.206896552
6.083E+13,0.019607843
6.083E+13,0.378640777
6.083E+13,0.115789474
6.083E+13,0.259259259
6.083E+13,0.012048193
6.083E+13,0
6.083E+13,0.075
6.083E+13,0.193548387
6.083E+13,0.157258065
6.083E+13,0.111111111
6.083E+13,0.15942029
6.083E+13,0.383333333
6.083E+13,0.285714286
6.083E+13,0.47826087
6.083E+13,0.18627451
6.083E+13,0.448979592
6.083E+13,0.593220339
6.083E+13,0.407407407
6.083E+13,0.494680851
6.083E+13,0.416666667
6.083E+13,0.675675676
6.083E+13,0.649122807
6.083E+13,0.52
6.083E+13,0.316455696
6.083E+13,0.358333333
6.083E+13,0.146341463
6.083E+13,0.04
6.083E+13,0.136363636
6.083E+13,#DIV/0!
6.083E+13,0
6.083E+13,0.066666667
6.083E+13,0
6.083E+13,#DIV/0!
6.083E+13,0.172413793
6.083E+13,0.097826087
6.083E+13,0.136363636
6.083E+13,0.111111111
6.083E+13,0.097222222
6.083E+13,0.078431373
6.083E+13,0.40625
6.083E+13,0.071428571
6.083E+13,0.341991342
6.083E+13,0.151515152
6.083E+13,0.111111111
6.083E+13,0.351851852
6.083E+13,0.351851852
6.083E+13,0.396551724
6.083E+13,0.142857143
6.083E+13,0.142857143
6.083E+13,#DIV/0!
6.083E+13,0.444444444
6.083E+13,0.179487179
6.083E+13,0.172413793
6.083E+13,0
6.083E+13,0.064516129
6.083E+13,0.047619048
6.083E+13,0.177777778
6.083E+13,0.266666667
6.083E+13,0.333333333
6.083E+13,0.025423729
6.083E+13,0.014084507
6.083E+13,#DIV/0!
6.083E+13,0.159369527
6.083E+13,0.065868263
6.083E+13,0.075
6.083E+13,0.022222222
6.083E+13,0.153846154
6.083E+13,0.092105263
6.083E+13,0.023809524
6.083E+13,0.18
6.083E+13,0.013333333
6.083E+13,0
6.083E+13,0
6.083E+13,0.666666667
6.083E+13,0
6.083E+13,0
6.083E+13,0
6.083E+13,0
6.083E+13,0
6.083E+13,0.035714286
6.083E+13,0.036458333
6.083E+13,0.058823529
6.083E+13,0.066666667
6.083E+13,0
6.083E+13,0.166666667
6.083E+13,0.145631068
6.083E+13,#DIV/0!
6.083E+13,0.551724138
6.083E+13,0.230769231
6.083E+13,0.022222222
6.083E+13,0.139534884
6.083E+13,0.133333333
6.083E+13,0.055555556
6.083E+13,0.238095238
6.083E+13,0
6.083E+13,0.090909091
6.083E+13,0
6.083E+13,0.28125
6.083E+13,0.113636364
6.083E+13,0.068181818
6.083E+13,0.075144509
6.083E+13,0.0625
6.083E+13,0.060344828
6.083E+13,#DIV/0!
6.083E+13,0.333333333
6.083E+13,0
6.083E+13,0.117647059
6.083E+13,0.230769231
6.083E+13,0.612307692
6.083E+13,0.267857143
6.083E+13,0.781021898
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.74742268
6.083E+13,#DIV/0!
6.083E+13,0.551020408
6.083E+13,0.780645161
6.083E+13,0.382352941
6.083E+13,0.644736842
6.083E+13,0.9
6.083E+13,0.833333333
6.083E+13,0.868421053
6.083E+13,0.523809524
6.083E+13,0.557692308
6.083E+13,0.868852459
6.083E+13,0.75
6.083E+13,0.729166667
6.083E+13,0.8
6.083E+13,0.77486911
6.083E+13,0.666666667
6.083E+13,0.857142857
6.083E+13,#DIV/0!
6.083E+13,0.538461538
6.083E+13,0.483870968
6.083E+13,0.460784314
6.083E+13,0.486111111
6.083E+13,0.631578947
6.083E+13,0.325581395
6.083E+13,0.863636364
6.083E+13,0.888888889
6.083E+13,0.879310345
6.083E+13,0.827956989
6.083E+13,0.74566474
6.083E+13,0.867256637
6.083E+13,0.861538462
6.083E+13,0.718518519
6.083E+13,0.896103896
6.083E+13,0.643410853
6.083E+13,0.859375
6.083E+13,0.426395939
6.083E+13,0.338461538
6.083E+13,0.569230769
6.083E+13,0.315789474
6.083E+13,0.835164835
6.083E+13,0.8
6.083E+13,0.765957447
6.083E+13,0.705128205
6.083E+13,0.652173913
6.083E+13,0.727941176
6.083E+13,0.642201835
6.083E+13,0.738636364
6.083E+13,0.91025641
6.083E+13,0.615384615
6.083E+13,0.406779661
6.083E+13,#DIV/0!
6.083E+13,0.315789474
6.083E+13,0.098039216
6.083E+13,0.115384615
6.083E+13,0.069090909
6.083E+13,0.56
6.083E+13,0.119047619
6.083E+13,0
6.083E+13,0.172413793
6.083E+13,#DIV/0!
6.083E+13,0.155660377
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.298969072
6.083E+13,0.875
6.083E+13,0.586956522
6.083E+13,0.4
6.083E+13,0.269230769
6.083E+13,0.368852459
6.083E+13,#DIV/0!
6.083E+13,0.142857143
6.083E+13,#DIV/0!
6.083E+13,0.529411765
6.083E+13,0.272727273
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.333333333
6.083E+13,0.526315789
6.083E+13,0.555555556
6.083E+13,0.074626866
6.083E+13,0.692307692
6.083E+13,0.25
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0
6.083E+13,0.852791878
6.083E+13,0.846153846
6.083E+13,0.817073171
6.083E+13,0.843694494
6.083E+13,0.861042184
6.083E+13,0.882352941
6.083E+13,#DIV/0!
6.083E+13,0.676156584
6.083E+13,0.86746988
6.083E+13,#DIV/0!
6.083E+13,0.930107527
6.083E+13,0.694736842
6.083E+13,0.617021277
6.083E+13,0.649122807
6.083E+13,0.776536313
6.083E+13,0.744680851
6.083E+13,0.675675676
6.083E+13,0.831858407
6.083E+13,0.734693878
6.083E+13,#DIV/0!
6.083E+13,0.714285714
6.083E+13,0.648648649
6.083E+13,0.617647059
6.083E+13,0.865497076
6.083E+13,0.720930233
6.083E+13,0.565789474
6.083E+13,0.736111111
6.083E+13,0.705882353
6.083E+13,0.783783784
6.083E+13,0.823529412
6.083E+13,0.741935484
6.083E+13,0.833333333
6.083E+13,0.923076923
6.083E+13,0.84
6.083E+13,0.770833333
6.083E+13,0.897058824
6.083E+13,0.642276423
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.411764706
6.083E+13,0.706666667
6.083E+13,0.68
6.083E+13,0.837837838
6.083E+13,0.792846498
6.083E+13,0.976821192
6.083E+13,0.654676259
6.083E+13,0.558139535
6.083E+13,0.828947368
6.083E+13,0.702970297
6.083E+13,0
6.083E+13,0.568421053
6.083E+13,0.448275862
6.083E+13,0.16
6.083E+13,0.86
6.083E+13,0.769230769
6.083E+13,0.416666667
6.083E+13,0.588235294
6.083E+13,#DIV/0!
6.083E+13,0.705882353
6.083E+13,0.313432836
6.083E+13,0.753968254
6.083E+13,0.610169492
6.083E+13,0.981818182
6.083E+13,0.264705882
6.083E+13,0.75
6.083E+13,0.25
6.083E+13,1
6.083E+13,0.2
6.083E+13,0.5
6.083E+13,0.571428571
6.083E+13,#DIV/0!
6.083E+13,0.354545455
6.083E+13,0.444444444
6.083E+13,0.363636364
6.083E+13,0.701754386
6.083E+13,0.109756098
6.083E+13,0.444444444
6.083E+13,0.25
6.083E+13,#DIV/0!
6.083E+13,0.12195122
6.083E+13,0.322916667
6.083E+13,0.195652174
6.083E+13,0.24
6.083E+13,0.583333333
6.083E+13,0.145833333
6.083E+13,0.419354839
6.083E+13,0.297297297
6.083E+13,0.297297297
6.083E+13,0.353846154
6.083E+13,0.714285714
6.083E+13,0.3125
6.083E+13,0.230769231
6.083E+13,0.769230769
6.083E+13,0.081081081
6.083E+13,#DIV/0!
6.083E+13,0.857142857
6.083E+13,#DIV/0!
6.083E+13,0.461538462
6.083E+13,0.102040816
6.083E+13,0.153846154
6.083E+13,0.333333333
6.083E+13,0.067307692
6.083E+13,#DIV/0!
6.083E+13,0
6.083E+13,#DIV/0!
6.083E+13,0.880952381
6.083E+13,0.959183673
6.083E+13,#DIV/0!
6.083E+13,0.785714286
6.083E+13,0.75
6.083E+13,#DIV/0!
6.083E+13,1
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.375
6.083E+13,0.333333333
6.083E+13,0
6.083E+13,0.178571429
6.083E+13,0.1
6.083E+13,0.5
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.894736842
6.083E+13,0.24137931
6.083E+13,0.483870968
6.083E+13,0.8
6.083E+13,#DIV/0!
6.083E+13,0.25
6.083E+13,0.761904762
6.083E+13,0.552631579
6.083E+13,0.238095238
6.083E+13,0.310344828
6.083E+13,0.486486486
6.083E+13,0.179487179
6.083E+13,0.4875
6.083E+13,0.586206897
6.083E+13,0.678571429
6.083E+13,0.424242424
6.083E+13,0.535483871
6.083E+13,0.413793103
6.083E+13,0.363636364
6.083E+13,0.263157895
6.083E+13,0.281437126
6.083E+13,0.594059406
6.083E+13,0.644444444
6.083E+13,0.650943396
6.083E+13,#DIV/0!
6.083E+13,1
6.083E+13,0.383333333
6.083E+13,0.516129032
6.083E+13,0.162790698
6.083E+13,0.438423645
6.083E+13,0.50617284
6.083E+13,0.490196078
6.083E+13,0.325203252
6.083E+13,0.525
6.083E+13,0.535
6.083E+13,0.477987421
6.083E+13,0.339130435
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.330275229
6.083E+13,0.285714286
6.083E+13,0.279411765
6.083E+13,0.182539683
6.083E+13,0.578231293
6.083E+13,0.26744186
6.083E+13,0.5
6.083E+13,0.356828194
6.083E+13,0.739495798
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.404624277
6.083E+13,0.56
6.083E+13,0.362745098
6.083E+13,0.666666667
6.083E+13,0.502890173
6.083E+13,0.278409091
6.083E+13,0.605809129
6.083E+13,0.595744681
6.083E+13,0.382352941
6.083E+13,0.367346939
6.083E+13,0.6875
6.083E+13,#DIV/0!
6.083E+13,#DIV/0!
6.083E+13,0.615384615
6.083E+13,0.426829268
6.083E+13,#DIV/0!
6.083E+13,0.278481013
6.083E+13,0.53030303
6.083E+13,0.361702128
6.083E+13,0.380952381
6.083E+13,0.772151899
6.083E+13,0.560747664
6.083E+13,0.396946565
6.083E+13,0.301886792
6.083E+13,0.245901639
6.083E+13,0.609195402
6.083E+13,0.692307692
6.083E+13,0.358974359
6.083E+13,0.395061728
6.083E+13,0.470588235
6.083E+13,0.235294118
6.083E+13,0.776666667
6.083E+13,0.690789474
6.083E+13,0.466666667
6.083E+13,0.584615385
6.083E+13,0.59047619
6.083E+13,0.514285714
6.083E+13,0.458823529
6.083E+13,0.672897196
6.083E+13,0.89373297
6.083E+13,0.662337662
6.083E+13,0.708955224
6.083E+13,0.252747253
6.083E+13,0.5
6.083E+13,0.435483871
6.083E+13,0.578616352
6.083E+13,0.544378698
6.083E+13,0.75
6.083E+13,0.743589744
6.083E+13,0.423728814
6.083E+13,0.428571429
6.083E+13,0.618421053
6.083E+13,0.392156863
6.083E+13,0.489795918
6.083E+13,0.436363636
6.083E+13,0.330434783
6.083E+13,0.4
6.083E+13,0.509803922
6.083E+13,0.404494382
6.083E+13,0.47826087
6.083E+13,#DIV/0!
6.083E+13,0.24691358
6.083E+13,0.282352941
6.083E+13,0.383561644
6.083E+13,0.347826087
6.083E+13,0.820809249
6.083E+13,0.694915254
6.083E+13,0.578947368
6.083E+13,0.621428571
6.083E+13,0.742857143
6.083E+13,0.62745098
6.083E+13,0.618421053
6.083E+13,0.564356436
6.083E+13,0.605263158
6.083E+13,0.903846154
6.083E+13,0.454545455
6.083E+13,0.610169492
6.083E+13,0.346153846
6.083E+13,0.459459459
6.083E+13,0.345454545
6.083E+13,0.458333333
6.083E+13,0.206896552
6.083E+13,0.265306122
6.083E+13,0.489795918
6.083E+13,0.770542636
6.083E+13,0.828418231
6.083E+13,0.692810458
6.083E+13,0.931477516
6.083E+13,0.652941176
6.083E+13,0.453608247
6.083E+13,0.842975207
6.083E+13,0.89010989
6.083E+13,0.773333333
6.083E+13,0.38047138
6.083E+13,0.5
6.083E+13,0.191326531
6.083E+13,0.169186465
6.083E+13,0.125
6.083E+13,0.057142857
6.083E+13,0.103448276
6.083E+13,0
6.083E+13,0
6.083E+13,0.219512195
6.083E+13,0.361702128
6.083E+13,0.166666667
6.083E+13,0.257575758
6.083E+13,0.289473684
6.083E+13,0.225352113
6.083E+13,0.254545455
6.083E+13,0.235294118
6.083E+13,0.185185185
6.083E+13,#DIV/0!
6.083E+13,0.222222222
6.083E+13,#DIV/0!
6.083E+13,0.211538462
6.083E+13,0.28
6.083E+13,0.565217391
6.083E+13,0.027522936
6.083E+13,0.241758242
6.083E+13,0.376344086
6.083E+13,0
6.083E+13,0.238095238
6.083E+13,0.06122449
6.083E+13,0.329411765
6.083E+13,0.169811321
6.083E+13,0.20754717
6.083E+13,0.333333333
6.083E+13,0.55
6.083E+13,0.035211268
6.083E+13,0
